Date,Offence Category,Offence,Victim Tally,County,Specific Area,Victim Gender,Victim Age,Perpetrator Tally,Perpetrator Gender,Perpetrator Age,Motive,Weapon,Source,Case Summary,Year,Month,Quarter
2025-05-12,Homicide & Unlawful Killing,Murder,2,Nairobi,,Male,,1.0,Unknown,,Negligence,Unknown,Daily Nation pg 3,"Report of two male deaths following the collapse of a wall from a condemned construction which weakened the foundation of the wall in Parklands, Nairobi. Authorities are following up on the developer of the construction site requiring him to explain why the construction continued despite the law condemning the site.",2025,2025-05,2025 Q2
2025-05-12,Corruption & Abuse of Office,Corruption,1,Unknown,,Male and Female,,,Unknown,,Extortion,Levies,Daily Nation pg 2,"Reports following an investigation by the Nation media on public schools recieving fat bribes for the enrollment of new learners, where parents are subjected to pay a fee to secure a slot and further make more payments through a raft of levies.",2025,2025-05,2025 Q2
2025-05-13,Homicide & Unlawful Killing,Murder,2,Trans Nzoia,,Male,,1.0,Male,,Land dispute,Machete,The Standard pg 13,Dispute over sale of land led to a confrontation between two men.,2025,2025-05,2025 Q2
2025-05-13,"Robbery, Theft & Burglary",Robbery With Violence,1,Narok,,Male,,,Unknown,,Cattle rustling,Firearm,The Standard pg 19,Bandits shot and killed a man in an attempt to still his cattle.,2025,2025-05,2025 Q2
2025-05-13,Environmental & Wildlife Crimes,Illegal Mining,1,West Pokot,,Unknown,,,Unknown,,Mineral gain,Abuse of office,The Standard pg 20,Foreigners mining in west pokot without permits and licenses,2025,2025-05,2025 Q2
2025-05-13,Homicide & Unlawful Killing,Murder,2,Lamu,,Female,,1.0,Male,,Unknown,Firearm,Daily Nation pg 13,"A mother of a 32 years old deceased daughter Sheila Mokaya, and  5 year grand-daughter speaks in cry for justice over the latest sudden murders. A teacher and mother of two, Sheila, had spent the long holiday in Kisii with her family and even expressed her desire for marriage with her boyfriend, a GSU officer who shot her and her daughter dead upon travelling back to Mokowe town in Lamu county where she had secured permanent teaching opportunity in her efforts to reclaim her life after breaking from the first marriage.",2025,2025-05,2025 Q2
2025-05-13,Cybercrime,Cyber Crime,1,Unknown,,Unknown,,,Female,,Fraud,Digital platform,Daily Nation pg 4,Investigations highlighting the rise of cyber crime as subscribers get exploited and frauded of health services offered by quack doctors who don't have credentials targeting the Female gender.,2025,2025-05,2025 Q2
2025-05-14,Drugs & Contraband,Illicit Brewing,1,Nairobi,,Unknown,,,Unknown,,Greed,Illicit alcohol,The Standard Pg 3,There has been increased production of illicit alcohols such as changaa and busaa leading decrease in revenue as legal manufactures are selling at a low rate due to the competition from the cheap illicit alcohols. ,2025,2025-05,2025 Q2
2025-05-14,"Robbery, Theft & Burglary",Robbery,1,Murang'a,,Unknown,,3.0,Male and Female,,Robbery,Unknown,The Standard Pg 3,Three suspects were arraigned before a Murang'a court for robbery in four different counties.,2025,2025-05,2025 Q2
2025-05-14,Fraud & Financial Crimes,Counterfeit Smuggling,1,Unknown,,Unknown,,,Unknown,,Tax evasion,Unknown,The Standad Pg 3,The government  is loosing millions of money in revenue collection as a result of increased illicit brewing. This is as a result of counterfeit and smuggling of illiicit ethanol which is used to manufacture illicit brews,2025,2025-05,2025 Q2
2025-05-14,Abduction & Kidnapping,Kidnapping,1,Murang'a,,Unknown,,3.0,Male and Female,,Extortion,Unknown,The Standard Pg 3,Three suspects were arraigned before a Murang'a court for kidnapping in four different counties.,2025,2025-05,2025 Q2
2025-05-14,Homicide & Unlawful Killing,Murder,1,Nairobi,,Female,,1.0,Male,,Love affair,Knife,The Standard Pg 17,The accused is said to have visited her girlfriend when a disagreement occured. The woman's 11 years old son who was there went to call the security guard . On returning the house was locked from inside. After a while he man came out covering his head and fled away after the crime.,2025,2025-05,2025 Q2
2025-05-15,Assault & Bodily Harm,Assault,1,Nairobi,,Unknown,,,Unknown,,Abuse of office,Handcuffs,Daily Nation pg 23,"Kanjo interns who lack uniform move around in groups carrying handcuffs,harassing people and arrresting people withiout identifying themselves,They move around in groups on  the streets  carrying handcuffs and do not have uniforms.The justice and legal affairs commitee had a sitting and they issued an order for the recruits to return  to their camp in Dagorreti South,and called upon the leadership to restore order and sanity  in the inspectorate department.They resolved to summon the county executive commitee member in charge of finance,Charles Kerich,and chief officer for finance Asha Abdi to explian the lack of uniforms for the inspectorate officers.",2025,2025-05,2025 Q2
2025-05-15,"Robbery, Theft & Burglary",Robbery,3,Kilifi,,Unknown,,6.0,Unknown,,Robbery,Toy guns,The standard pg 6,"Six armed gangsters raided a school in Kilifi ,The gang assaulted three night guards ,stole Sh 18,000 in tithe and Sh 32,000 in petty cash,damaging two cash boxes.They also took sh 500 from one of the guards and phones from the 3 ,no arrests have been made.The school head confirmed the situation calm,and learning continues.CCTV footage has been handed to police for further investigation.",2025,2025-05,2025 Q2
2025-05-15,Homicide & Unlawful Killing,Homicide,1,Homa Bay,,Female,,1.0,Male,,Love affair,Knife,The standard pg 6,"A form three girl was fatally stabbed and her grade six brother seriously injured in an attack at their home in Olando village,in Suba-South Subcounty.Assistant chief said the assailant raided the house where the girl and her brother were sleeping and stabbed her on the back and the head before turning on her brother.The asssailant,believed to be the girl`s secret boyfriend fled after the incident .Police are investigating the case.",2025,2025-05,2025 Q2
2025-05-16,Homicide & Unlawful Killing,Murder,4,Nakuru,,Male,,,Unknown,,Maintaining law and order,Firearm,Daily Nation pg 12,"Police officer shoot dead four youths in Barut area, Nakuru West Sub-county during a security operation. The four were members of a gang called Nyuki squad.The gang members were with arrows and pangas, were ordered to stop but refused to obey oder. Before the shoot the officer fired a warning shot to scare the suspect away, but they allegedly called for reinforcement from other members who were hiding.",2025,2025-05,2025 Q2
2025-05-16,Abduction & Kidnapping,Abduction,1,Garissa,,Male,,,Male,,Unknown,Unknown,The Standard pg 6,"Omar Sheikh was travelling with six other where their taxi was intercepted by masked, gun-wielding in two Toyota Prado vehicles. Omar and another male passanger were forced out of the vehicle, beaten and blindfolded, but the other occupants were unharmed. They veered off the main road and, after several kilometres, threw out one of the v.ictims out of the moving vihecle. The two vihicles fled away with Omar.",2025,2025-05,2025 Q2
2025-05-17,Fraud & Financial Crimes,Forgery,1,Nairobi,,Male,,,Unknown,,Family property dispute,Unknown,Daily nation pg 3,Jacob Ocholla was asking the court to recognize him as the rightful heir of the Late Mwai Kibaki's inheritance by claiming there was a forgery of the will's signature. The other children of the late argued that his application should be striked off due for it was based on hearsay and lacks credibility thus inadmissible.,2025,2025-05,2025 Q2
2025-05-17,Corruption & Abuse of Office,Corruption,1,Nairobi,,Unknown,,4.0,Male and Female,,Greed,Unknown,Daily nation pg 5,"Professor Amukowa, Dr Ahmed Abdul,Ms Caren Kerubo and Daniel Ouma in the UON council were arrained in court and were charged with corruption.They were relesead on a bond of ksh 1 million.",2025,2025-05,2025 Q2
2025-05-17,Homicide & Unlawful Killing,Murder,1,Uasin Gishu,,Male,,3.0,Male and Female,,Infidelity,Physical assault,The Standard pg 3,"Rose Rotich hired 2 men to'' teach her husband a lesson'', Samson Kandie, for being involved with a commercial sex worker. Samson was found battered to death.",2025,2025-05,2025 Q2
2025-05-17,Sexual & Gender-Based Violence,Defilement,1,Nakuru,,Unknown,,1.0,Male,,Unknown,Unknown,The Standard pg 3,"Martin Baumagartner was charged with contempt of court after being accused of 14 counts of defilement, indecent acts and human trafficking within Bahati,Nakuru County.",2025,2025-05,2025 Q2
2025-05-18,Organized Crime & Terrorism,Banditry,1,Narok,,Male and Female,,,Unknown,,Cattle rustling,"Gun, Bows, Arrows",The Standard Pg 27,"4 cattles have been recovered after being stolen following a gunfight between bandits, Anti stock Theft Unit and residents of Angata ward who used bows and arrows to intercept the bandits before crossing over to Tanzania.",2025,2025-05,2025 Q2
2025-05-19,Organized Crime & Terrorism,Banditry,1,Elgeyo Marakwet,,Male and Female,,4.0,Unknown,,Cattle rustling,Unknown,The Standard pg 16,"Over 100 residents of Elgeyo Marakwet staged a protest, led by former MCA, they walked 8 KM to Maili Saba market in Trans Nzoia County advocating against recent tallied cattle rustling where residents had lost over 32 cattles. Investigations continue for apprehending suspects.",2025,2025-05,2025 Q2
2025-05-19,Other Offences,"Verbal Abuse, Racism, Exploitation",72,Unknown,,Female,,,Unknown,,Exploitation,Employment,The Standard pg 3,"A report by the Amnesty International titled ""Locked in, Left out!"" cites atleast 72 women who've faces verbal abuse, racism, and exploitation under their contracted employers with none being held accountable.",2025,2025-05,2025 Q2
2025-05-19,Homicide & Unlawful Killing,Murder,1,Nakuru,,Male,,1.0,Male,,Conceal evidence,Unknown,Daily Nation pg 2,"Mr Mogoi, who is the prime suspect, is accused of killing Osinde on the night of June 17 and 18 2023 on his Ngata farm in Nakuru. Osinde's body was found floating in the river Kuja four days after he had been reported missing. Mr Mogoi was the one driving the victims Toyota Landcruiser on the day Osinde was reported missing.",2025,2025-05,2025 Q2
2025-05-19,Fraud & Financial Crimes,Fraud,1,Nairobi,,Male,,,Female,,Property dispute,Unknown,Daily Nation pg 3,"Fraud claims as Ringtone Kagure fights for prime properties belonged to a dead foreigner.The family crimed to have lived on the property for 35 years, but the singer claimed that he was paying rent and had lived in house for two years",2025,2025-05,2025 Q2
2025-05-20,Homicide & Unlawful Killing,Murder,1,Nakuru,,Male,,,Unknown,,Unknown,Unknown,Daily Nation Pg 3,"Catholic priest,John Maina, who had initially hosted former deputy president Rigathi Gachagua was allegedly killed by unknown assailants",2025,2025-05,2025 Q2
2025-05-20,Cybercrime,Cyber Bullying,1,Nationwide,,Male and Female,,,Male and Female,,Exploitation,Digital platform,The Standard Pg 3,"Children with intellectual disabilities are increasingly being targeted by digital predators, they are being blackmailed, groomed and sexually exploited.",2025,2025-05,2025 Q2
2025-05-21,Abduction & Kidnapping,Kidnapping,1,Nakuru,,Male,,,Unknown,,Unknown,Unknown,The Standard pg 3,A catholic priest succumbed to injuries following an incident where he was thrown out of a moving vehicle. This was a naration he gave to the docted before he died. He said that he was kidnapped and drugged and then thrown out of a moving car.,2025,2025-05,2025 Q2
2025-05-21,Homicide & Unlawful Killing,Murder,1,Nairobi,,Female,,1.0,Male,,Marital issue,Unknown,The Standard Pg 13,A woman was killed by her partner following a domestc disagreement. The incident happened as their 11 year old son watched.,2025,2025-05,2025 Q2
2025-05-21,Fraud & Financial Crimes,Extortion,1,Nairobi,,Male,,,Unknown,,Greed,Unknown,Daily Nation Pg 20,"Traffic marshals at the Muindi Mbingu and Kenyatta Avenue junction in Nairobi’s city centre are reported to be notorious for harassing motorists by accusing them for not obeying road signs and instead of pressing charges, the ask for bribes to let the culprits free",2025,2025-05,2025 Q2
2025-05-21,Fraud & Financial Crimes,Fraud,1,Nairobi,,Unknown,,,Unknown,,Financial gain,Unknown,Daily Nation Pg 21,Residents of Githogoro slum in Westlands have been in the dark for several days after illegal power was disconnected. Kenya Power staff carried away transformers amid resistance from cartels which do the illegal connections at a fee.,2025,2025-05,2025 Q2
2025-05-22,Assault & Bodily Harm,Torture,2,Unknown,,Male and Female,,,Unknown,,Political intimidation,Humiliation tactics,Daily Nation Pg 20,"Upon arriving at the Julius Nyerere Airport the activist who had travelled to Tanzania for the court hearing of opposition leader Tundu Lissu, they had their passports confisicated and the Agather Atuhaire was tourtured badly.",2025,2025-05,2025 Q2
2025-05-22,Fraud & Financial Crimes,Forgery,1,Unknown,,Unknown,,3000.0,Unknown,,Employment,Unknown,Daily Nation Pg 10,"Almost 3,000 public servants, among them heads of parastatals, senior police bosses and investigators, used fake academic papers to gain employment, a new audit shows.",2025,2025-05,2025 Q2
2025-05-22,Abduction & Kidnapping,Abduction,2,Unknown,,Male,,,Unknown,,Political intimidation,Humiliation tactics,Daily  Nation Pg3,"The family of renowned Kenyan activist Boniface Mwangi has pleaded for clarity over his whereabouts after days of silence, following reports of his arrest and alleged deportation from Tanzania.",2025,2025-05,2025 Q2
2025-05-23,Homicide & Unlawful Killing,Murder,1,Kajiado,,Male,,1.0,Unknown,,Incapacitation,Firearm,Daily Nation pg 3,Kennedy Onyango was shot dead by the police during the antgovernment protest in Rongai.,2025,2025-05,2025 Q2
2025-05-23,Homicide & Unlawful Killing,Murder,1,Kilifi,,Male,,3.0,Male and Female,,Political tension,Firearm,Daily Nation pg 25,"Jola Ngumbao, a non-political local resident, was shot dead during a politically charged disruption of an ODM meeting in Kilifi in 2019, but despite murder charges against former MP Aisha Jumwa and her aide Geoffrey Okuto, both were ultimately cleared, leaving the family without justice or accountability.",2025,2025-05,2025 Q2
